scenario,day,1 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
36,7,4.319251,4.247931,4.1801815,4.198537,4.159741,4.043128,4.0762334,4.0955296,4.2346053,4.3875594,4.4411488,4.7484536,4.6563993
36,8,4.3482995,4.280478,4.2159576,4.2366333,4.2020392,4.0929704,4.1264095,4.1411524,4.269309,4.415031,4.4640265,4.765059,4.6723433
36,9,4.393745,4.3309727,4.2711854,4.2962403,4.2685986,4.171452,4.2145195,4.2305865,4.3527684,4.4902654,4.530206,4.8191795,4.717844
36,10,4.371507,4.316025,4.263148,4.2912955,4.2695518,4.1792836,4.2209806,4.2353454,4.3546557,4.4875717,4.5294404,4.806511,4.71568
37,1,4.4844623,4.4089932,4.3367,4.351826,4.312241,4.2151217,4.2807155,4.301737,4.4289513,4.5709276,4.610419,4.891308,4.829532
37,2,4.5192404,4.44243,4.3688774,4.3816566,4.3385005,4.2331514,4.2892222,4.306472,4.433347,4.5760746,4.618835,4.8976474,4.8447022
37,3,4.5135727,4.4336534,4.357284,4.368132,4.3208547,4.2055025,4.2534113,4.271061,4.40413,4.553114,4.6008925,4.890525,4.8329263
37,4,4.4912558,4.414905,4.3419137,4.3552933,4.312212,4.203477,4.2549887,4.2733145,4.4043884,4.550468,4.5964713,4.8820558,4.822528
37,5,4.489253,4.4117923,4.337768,4.35077,4.3070016,4.198002,4.249489,4.2684994,4.4011645,4.550162,4.598608,4.8916736,4.83054
37,6,4.570537,4.4922533,4.417278,4.429667,4.386207,4.28353,4.339629,4.355613,4.4801517,4.626016,4.6723957,4.964876,4.9109263
37,7,4.5988173,4.5191245,4.4427757,4.4547224,4.411046,4.311376,4.362763,4.373682,4.4909163,4.639749,4.691665,5.003792,4.9491405
37,8,4.6063814,4.5288434,4.4545283,4.4710827,4.4334416,4.3448954,4.410504,4.4261885,4.5399933,4.682268,4.7208376,5.028006,4.9480977
37,9,4.582537,4.508357,4.4373455,4.4557266,4.4209237,4.3337703,4.3878937,4.3990192,4.509753,4.655865,4.7043395,5.0289974,4.947614
37,10,4.554284,4.4942856,4.4370914,4.4630017,4.4390306,4.3536563,4.387507,4.3952374,4.5078278,4.654103,4.7145767,5.0416703,4.954922
38,1,4.466811,4.397274,4.330651,4.3497834,4.3167586,4.228956,4.2975383,4.319846,4.446223,4.586456,4.6271124,4.907205,4.8429184
38,2,4.435562,4.3709664,4.3089585,4.330949,4.3031464,4.2239246,4.2957034,4.31611,4.4355283,4.568735,4.6052313,4.873777,4.8121047
38,3,4.442262,4.380399,4.320935,4.3429747,4.3161387,4.237319,4.309093,4.3289485,4.4484267,4.5780807,4.6141562,4.8672934,4.818799
38,4,4.4454856,4.3844094,4.3256907,4.3481636,4.322092,4.2443895,4.317264,4.3376904,4.457584,4.586744,4.622554,4.8736944,4.8258467
38,5,4.454157,4.3902893,4.3289657,4.353355,4.3286953,4.255545,4.327529,4.3449874,4.4554358,4.5857816,4.6182632,4.8964386,4.8187165
38,6,4.441542,4.3809185,4.3226533,4.347744,4.324675,4.2516437,4.322883,4.3398485,4.4501414,4.576234,4.6070642,4.8694463,4.8004975
38,7,4.438594,4.379581,4.3227487,4.347463,4.3247957,4.253094,4.328146,4.345505,4.4556074,4.5772896,4.6051764,4.849848,4.793879
38,8,4.4539137,4.395812,4.3396707,4.36498,4.344591,4.282161,4.364162,4.3793397,4.4810658,4.598053,4.622544,4.8631516,4.813525
38,9,4.409901,4.356485,4.304619,4.331339,4.3155165,4.264389,4.342104,4.3478827,4.433963,4.5460987,4.575327,4.8182025,4.7856355
38,10,4.438446,4.3814435,4.326203,4.3514543,4.332575,4.2768984,4.3547993,4.362003,4.450822,4.5655317,4.593698,4.8419766,4.802769
39,1,4.5194407,4.431728,4.348386,4.351614,4.290474,4.1410885,4.151592,4.1650844,4.316719,4.4891768,4.5655007,4.8944497,4.8444743
39,2,4.4880743,4.4011583,4.3185472,4.322879,4.2636647,4.1193504,4.1355824,4.1510763,4.3028316,4.474943,4.550049,4.8796134,4.8274956
39,3,4.529366,4.446663,4.3679748,4.374527,4.3198576,4.184615,4.207939,4.224721,4.374705,4.5429482,4.616462,4.936183,4.8908873
39,4,4.6136436,4.5276794,4.445895,4.4493413,4.389549,4.2440767,4.2589927,4.2723417,4.4218245,4.5902514,4.6640916,4.9807205,4.9406343
39,5,4.6159234,4.5310316,4.4503756,4.4558144,4.398109,4.253865,4.2700562,4.286456,4.4394636,4.609756,4.683324,5.006167,4.9529953
39,6,4.615156,4.537189,4.4632087,4.473967,4.4240813,4.2883725,4.301667,4.316447,4.4644666,4.6318345,4.7058363,5.033036,4.9674425
39,7,4.6224723,4.550999,4.4832606,4.5004764,4.4601145,4.3385153,4.3498545,4.3608594,4.4975615,4.6622443,4.7365255,5.0813665,4.994274
39,8,4.6262617,4.56008,4.4972935,4.51706,4.4819255,4.369663,4.3840146,4.393676,4.5256467,4.6859794,4.7605033,5.097512,5.0188828
39,9,4.616414,4.551268,4.489606,4.510027,4.4752874,4.3598676,4.364273,4.3718967,4.505154,4.6703076,4.7524257,5.1041627,5.0208483
39,10,4.670415,4.588545,4.5105147,4.5235276,4.4790525,4.372558,4.401942,4.409316,4.5301204,4.697209,4.7695446,5.1427965,5.060186
40,1,4.4169683,4.345281,4.2766786,4.294021,4.258094,4.16514,4.2284403,4.250589,4.3811345,4.527377,4.5749288,4.8661537,4.804935
40,2,4.423575,4.3527575,4.285016,4.3020353,4.265607,4.169346,4.2280636,4.2491913,4.380924,4.527243,4.5767198,4.864597,4.8077
40,3,4.4168134,4.3502707,4.2865167,4.307139,4.2767763,4.192012,4.256956,4.277213,4.4012675,4.5415206,4.5859017,4.869455,4.8072324
40,4,4.4511685,4.3819776,4.315868,4.3347034,4.300395,4.2052536,4.26367,4.286422,4.420117,4.567291,4.616943,4.9085355,4.8426456
40,5,4.522714,4.4518905,4.384152,4.4013934,4.364957,4.268091,4.333754,4.3599997,4.4977765,4.642886,4.6877255,4.9643035,4.90565
40,6,4.539628,4.4747677,4.412283,4.428457,4.3955064,4.3133507,4.388267,4.4096084,4.5375004,4.673406,4.7210317,4.9670105,4.961076
40,7,4.55375,4.499867,4.447581,4.4742055,4.4581337,4.408308,4.5103827,4.534359,4.644173,4.759242,4.7828565,5.0025268,4.9741044
40,8,4.5291166,4.4766474,4.425754,4.454602,4.4420238,4.399065,4.488612,4.50318,4.599407,4.7185707,4.7521667,5.008162,4.9685206
40,9,4.511576,4.4622097,4.4142323,4.4431787,4.431859,4.3900313,4.478381,4.4923286,4.5895786,4.7074695,4.7443247,4.990324,4.965991
40,10,4.5120244,4.464156,4.4178476,4.453912,4.449971,4.416118,4.5053763,4.5208983,4.612032,4.7298045,4.75833,5.033766,4.951938
41,1,4.4385424,4.3630996,4.2909794,4.3036017,4.260309,4.151777,4.1979613,4.2140927,4.345754,4.496117,4.5515046,4.845836,4.7984786
41,2,4.4651165,4.3808985,4.300553,4.3072395,4.2534847,4.1264935,4.162965,4.179724,4.321111,4.481358,4.5428824,4.8505764,4.8036256
41,3,4.4961896,4.415424,4.3384333,4.3470597,4.29625,4.1705985,4.1957045,4.2064843,4.341361,4.501858,4.5691547,4.8879457,4.8382754
41,4,4.5605335,4.47956,4.402269,4.409219,4.356889,4.2304096,4.2560997,4.265508,4.3992968,4.5577254,4.6250453,4.933354,4.8985853
41,5,4.577929,4.5014987,4.4284244,4.4383845,4.3916287,4.275839,4.3055115,4.312287,4.436941,4.5886345,4.652032,4.9535394,4.919653
41,6,4.652161,4.5744076,4.500164,4.5096545,4.4611177,4.3393726,4.366131,4.374231,4.5027714,4.6557846,4.718155,5.019757,4.9789066
41,7,4.703425,4.623448,4.546991,4.5557423,4.505716,4.38369,4.4263024,4.4417815,4.5756307,4.7225275,4.770726,5.046418,5.0031486
41,8,4.7191753,4.6496572,4.5832224,4.5975018,4.5565453,4.4425673,4.4762144,4.486925,4.6142745,4.7563763,4.8089824,5.0806065,5.0391235
41,9,4.736042,4.6731744,4.612965,4.6323223,4.6000314,4.5015755,4.540519,4.5482197,4.663378,4.7970138,4.844286,5.1111183,5.064215
41,10,4.681161,4.6215987,4.5645027,4.5844917,4.55396,4.456703,4.4934487,4.4995327,4.613432,4.744256,4.792732,5.04937,5.013087
42,1,4.459455,4.3873134,4.3182526,4.335041,4.2976623,4.198995,4.2514863,4.265618,4.385257,4.5248446,4.5668454,4.8515635,4.7862577
42,2,4.4372854,4.3704576,4.3062305,4.325709,4.294649,4.211302,4.2722654,4.283325,4.391529,4.5224957,4.5605693,4.8326855,4.7794805
42,3,4.4539695,4.3893867,4.327267,4.34755,4.318554,4.239568,4.302706,4.314376,4.423129,4.5543704,4.595274,4.8662558,4.8202214
42,4,4.4396925,4.379114,4.3208456,4.342752,4.316955,4.241813,4.3037076,4.316227,4.427922,4.5614595,4.609101,4.8823385,4.84356
42,5,4.439154,4.380254,4.323659,4.3460927,4.3207498,4.242145,4.2928734,4.300789,4.409302,4.543204,4.5948668,4.8734493,4.833402
42,6,4.4838786,4.428531,4.3752832,4.4017844,4.382494,4.3147035,4.374673,4.3846164,4.488572,4.6169047,4.6607947,4.9351516,4.8814836
42,7,4.494365,4.4383774,4.384386,4.4113374,4.393213,4.3319254,4.4021525,4.4131694,4.512591,4.6359835,4.672006,4.938491,4.883067
42,8,4.43843,4.384982,4.3333,4.3622813,4.347972,4.2953777,4.3715544,4.381477,4.474009,4.591769,4.6227713,4.882783,4.826824
42,9,4.5844116,4.534872,4.486963,4.518203,4.5072083,4.456381,4.5301785,4.539906,4.632301,4.748099,4.779248,5.0349045,4.9768353
42,10,4.584869,4.543835,4.5044565,4.53826,4.5292735,4.461453,4.5086923,4.5183706,4.6258307,4.746825,4.7913527,5.041318,4.983901
43,1,4.4694486,4.3958964,4.325367,4.340457,4.300574,4.197333,4.2446012,4.2516975,4.3602805,4.490932,4.524299,4.792756,4.7314715
43,2,4.604405,4.538807,4.475658,4.496444,4.4667454,4.38253,4.432878,4.4320693,4.5194097,4.637106,4.663103,4.924637,4.860007
43,3,4.562021,4.503531,4.447389,4.471295,4.4451175,4.3541775,4.4020824,4.4093413,4.5134387,4.6304245,4.656336,4.8936152,4.8280897
43,4,4.5744653,4.5147157,4.4575486,4.481687,4.4550304,4.362467,4.4093294,4.4213557,4.535626,4.6631618,4.698347,4.9580994,4.8840227
43,5,4.5751076,4.5172467,4.461912,4.489436,4.4671936,4.38138,4.4262834,4.4348736,4.5397334,4.664901,4.6973195,4.9704585,4.876574
43,6,4.5922275,4.5270147,4.4648414,4.486339,4.4544883,4.35272,4.383946,4.3922195,4.508915,4.650348,4.700569,5.0015855,4.9185743
43,7,4.52989,4.470283,4.4134297,4.4389386,4.4136853,4.322016,4.355986,4.363661,4.4754543,4.612913,4.6618743,4.9609976,4.8739867
43,8,4.517806,4.4490004,4.38317,4.4042096,4.3724413,4.280583,4.325518,4.332755,4.43851,4.574329,4.614294,4.9149265,4.827386
43,9,4.532759,4.468563,4.407375,4.4290915,4.397319,4.2932153,4.3251514,4.335085,4.454613,4.5938163,4.6410575,4.9306555,4.848558
43,10,4.4918985,4.4176617,4.346754,4.3629866,4.3228292,4.213832,4.257115,4.269995,4.391032,4.5312376,4.5709147,4.858454,4.7785234
44,1,4.4802017,4.4091454,4.3409185,4.358079,4.3228645,4.233781,4.297958,4.312762,4.4275646,4.561695,4.598482,4.8707485,4.815834
44,2,4.5210876,4.444434,4.3710337,4.3831763,4.3394327,4.232899,4.282981,4.2969513,4.421579,4.5659723,4.613647,4.8985696,4.851139
44,3,4.519226,4.437857,4.3601127,4.3698773,4.320872,4.202781,4.2466264,4.2621393,4.3937654,4.5440664,4.593766,4.888401,4.831677
44,4,4.5393863,4.463732,4.391561,4.403493,4.357435,4.235531,4.2671323,4.2798123,4.4121985,4.5609784,4.6147823,4.9029913,4.8483357
44,5,4.526287,4.4481635,4.3736506,4.3842034,4.335483,4.2090044,4.2429304,4.258011,4.394177,4.5428963,4.593141,4.87557,4.8189864
44,6,4.528068,4.4505954,4.3769283,4.3864326,4.335245,4.196904,4.2123947,4.22487,4.3677764,4.524596,4.587867,4.8838644,4.8300314
44,7,4.3517394,4.2802444,4.212376,4.2247853,4.1780953,4.0410647,4.043735,4.0510335,4.1899123,4.346749,4.4173865,4.7198544,4.666173
44,8,4.34494,4.2734103,4.205479,4.2192264,4.174443,4.0424395,4.044397,4.048199,4.17865,4.333968,4.4029813,4.71621,4.652482
44,9,4.317716,4.251924,4.1897335,4.20512,4.161563,4.018106,4.007843,4.0152884,4.1602435,4.318101,4.3931246,4.6931477,4.6315737
44,10,4.363801,4.2994013,4.2385077,4.254903,4.212883,4.0714765,4.0648994,4.0734406,4.2176948,4.3718195,4.442137,4.7323694,4.6693897
45,1,4.4347143,4.363311,4.2948723,4.3102784,4.271896,4.172141,4.2218285,4.233066,4.350536,4.488317,4.532394,4.808575,4.759317
45,2,4.539929,4.4696984,4.4025264,4.4178367,4.378742,4.2726727,4.314427,4.3267064,4.451529,4.5942364,4.64538,4.9259114,4.8780823
45,3,4.4278226,4.3536706,4.2829123,4.2946715,4.2490215,4.127322,4.1555934,4.1663632,4.297873,4.446816,4.504339,4.791359,4.7457204
45,4,4.4235234,4.350077,4.2800527,4.2920513,4.2467866,4.124444,4.1444545,4.1517305,4.2811117,4.4336095,4.4982615,4.79937,4.753585
45,5,4.415108,4.343004,4.274284,4.2876973,4.244425,4.124381,4.1374755,4.1397214,4.2615967,4.413738,4.4806504,4.793527,4.7409534
45,6,4.355267,4.2829413,4.2140093,4.227173,4.183278,4.0610075,4.0713134,4.0718193,4.191579,4.3419476,4.4070854,4.717036,4.6633644
45,7,4.313885,4.238146,4.166026,4.1778326,4.1310873,4.004215,4.0077786,4.0055065,4.123405,4.2778616,4.3461695,4.672811,4.611286
45,8,4.3279457,4.250162,4.1760917,4.1889377,4.142841,4.019102,4.028368,4.027379,4.142123,4.295119,4.3566437,4.689258,4.610055
45,9,4.3260794,4.2528152,4.1830497,4.199312,4.158608,4.0426693,4.055039,4.054606,4.166727,4.3165627,4.3762827,4.7063675,4.6219964
45,10,4.323212,4.2498984,4.179963,4.195499,4.1545515,4.040626,4.0538325,4.0502243,4.1561866,4.301932,4.359083,4.6818933,4.605647
46,1,4.5911946,4.5232944,4.458162,4.4773345,4.444704,4.355436,4.4138618,4.4273973,4.541674,4.675348,4.7138095,4.9876084,4.9273806
46,2,4.5523767,4.494658,4.439177,4.4649515,4.4434094,4.370741,4.4400234,4.4572105,4.5697603,4.6957755,4.72975,4.986693,4.925623
46,3,4.4043026,4.3448677,4.2877755,4.3120418,4.288083,4.211176,4.277958,4.295193,4.410327,4.538753,4.5750413,4.834066,4.776033
46,4,4.479656,4.42172,4.366318,4.388529,4.360936,4.267963,4.3088017,4.32139,4.445156,4.5840907,4.6398516,4.913306,4.868309
46,5,4.4411674,4.367313,4.2968884,4.309238,4.2648745,4.1474705,4.1769166,4.189574,4.3246503,4.48048,4.546462,4.8514175,4.806006
46,6,4.492414,4.423707,4.3581905,4.3739305,4.3351455,4.225016,4.248084,4.25515,4.380785,4.5339284,4.602742,4.9151034,4.8660507
46,7,4.432334,4.3675923,4.305877,4.323455,4.288157,4.182316,4.198593,4.201745,4.3233056,4.477622,4.553752,4.875204,4.830301
46,8,4.3979673,4.344911,4.294201,4.321472,4.3015604,4.221028,4.256318,4.262763,4.373576,4.512069,4.5717726,4.870073,4.8078275
46,9,4.4214234,4.371994,4.3246703,4.3523774,4.335009,4.259893,4.2828565,4.2794137,4.3790264,4.518845,4.59086,4.904013,4.858243
46,10,4.3652983,4.314014,4.265112,4.2904134,4.268138,4.1778584,4.184771,4.1793113,4.285541,4.431192,4.5107255,4.8299713,4.785279
47,1,4.4387283,4.369895,4.3040338,4.321588,4.2862077,4.1891646,4.233838,4.245182,4.364854,4.5083785,4.5610886,4.855676,4.800116
47,2,4.433323,4.3631077,4.2958665,4.311549,4.273919,4.1747637,4.2189665,4.2290926,4.3482537,4.491463,4.5448275,4.835,4.789415
47,3,4.484566,4.414309,4.34683,4.364203,4.330036,4.244043,4.298989,4.306776,4.413126,4.5499296,4.59516,4.8866334,4.834941
47,4,4.5096426,4.431454,4.3563266,4.369533,4.3285084,4.2368217,4.3051825,4.3194695,4.4325376,4.569223,4.6046395,4.8848333,4.8323674
47,5,4.515315,4.4406934,4.369017,4.3833976,4.344161,4.2506857,4.3129396,4.325796,4.439417,4.574565,4.6119385,4.885428,4.8366776
47,6,4.6505046,4.5739217,4.500316,4.514743,4.475415,4.3849835,4.4506974,4.4623322,4.57039,4.7036605,4.7365704,5.014449,4.957911
47,7,4.7085433,4.632384,4.559172,4.5749083,4.5372033,4.449612,4.517201,4.528357,4.6327033,4.7633567,4.792061,5.0702453,5.004834
47,8,4.691117,4.6147485,4.5413785,4.5552216,4.514859,4.4204254,4.481882,4.4926662,4.6020145,4.7353497,4.7694016,5.0439405,4.990523
47,9,4.724994,4.645092,4.5682263,4.5812254,4.539865,4.45024,4.517661,4.526423,4.6276927,4.7590227,4.788095,5.0690975,5.0106072
47,10,4.7786975,4.698843,4.622038,4.634301,4.5919595,4.499459,4.5598598,4.565211,4.664408,4.7966757,4.8294954,5.1141214,5.0599833
48,1,4.5305786,4.4613376,4.3949184,4.4131584,4.379004,4.2874055,4.343467,4.3553896,4.4680805,4.6017175,4.6400123,4.9150085,4.855086
48,2,4.5732493,4.5012383,4.43221,4.448121,4.4098125,4.309176,4.356438,4.36461,4.4756107,4.609249,4.6475167,4.922269,4.8630934
48,3,4.6101923,4.5413065,4.475275,4.4936185,4.459171,4.364553,4.41695,4.4282856,4.541615,4.6750517,4.713314,4.987062,4.924912
48,4,4.670316,4.599011,4.5306687,4.5473294,4.5106397,4.415596,4.477789,4.4964924,4.620873,4.759287,4.799372,5.0715733,5.0160832
48,5,4.681681,4.609428,4.5403037,4.5554276,4.514993,4.4068,4.466728,4.490167,4.6259446,4.763299,4.798585,5.0497494,4.9940434
48,6,4.660752,4.594854,4.5319657,4.550516,4.5141916,4.4026675,4.460352,4.4889846,4.6348014,4.7699795,4.8035617,5.036782,4.9757075
48,7,4.633512,4.5735197,4.516337,4.5393047,4.509834,4.406687,4.4536285,4.475485,4.611277,4.747201,4.7885556,5.0431614,4.9726586
48,8,4.6368613,4.577886,4.5218997,4.5428424,4.509317,4.3894367,4.4273643,4.4551454,4.6107917,4.752634,4.8011065,5.041034,4.982392
48,9,4.6562686,4.5877266,4.52225,4.539087,4.501199,4.3932524,4.452835,4.480503,4.625108,4.765746,4.8062954,5.056035,5.0026813
48,10,4.6401353,4.591818,4.5460706,4.5726023,4.5486116,4.438791,4.4673243,4.490977,4.642325,4.7839074,4.8430448,5.089895,5.035651
49,1,4.4585595,4.383101,4.3109064,4.3242235,4.2816386,4.1742067,4.2218843,4.236017,4.361208,4.505343,4.552472,4.838216,4.783937
49,2,4.61926,4.5458694,4.475692,4.4913034,4.4518185,4.3483176,4.397292,4.412478,4.537258,4.681169,4.7276535,5.017534,4.953999
49,3,4.598185,4.5290184,4.462791,4.481486,4.4471693,4.352464,4.4088573,4.4251385,4.5460277,4.6833467,4.723355,5.00069,4.934784
49,4,4.617126,4.5471573,4.480111,4.4986253,4.464241,4.371479,4.4287996,4.443316,4.5599074,4.6958137,4.734174,5.0132365,4.9465213
49,5,4.5934944,4.5255275,4.4604654,4.478649,4.444041,4.34744,4.398407,4.41308,4.535217,4.674608,4.720501,4.999375,4.9426513
49,6,4.5669827,4.4940643,4.424474,4.440498,4.4009495,4.293934,4.336045,4.351359,4.4801364,4.6291213,4.6819186,4.983661,4.9152737
49,7,4.571728,4.4975734,4.426846,4.4419827,4.4007773,4.2904572,4.333346,4.3511615,4.485134,4.6363955,4.690001,4.991092,4.9232254
49,8,4.56721,4.4909296,4.4179826,4.432562,4.3914037,4.2886786,4.347117,4.3678293,4.4987426,4.645316,4.689935,4.9804945,4.9152174
49,9,4.552458,4.482072,4.4154043,4.429728,4.3830934,4.238983,4.295094,4.344944,4.5371556,4.686567,4.723511,4.9349484,4.8699374
49,10,4.5195727,4.4628067,4.409039,4.4307995,4.3972697,4.2709475,4.3300066,4.3779016,4.5619745,4.7009096,4.736469,4.928448,4.870893
